2017-04-07 11:53:03 -> 支付id：1,充值的游戏渠道：tmfyol_60168_308,支付ip地址：117.171.211.59,手机imei码：863904030111834;
2017-04-17 19:40:56 -> 支付id：1,充值的游戏渠道：yhqj_60178_305,支付ip地址：119.100.10.245,手机imei码：867747017311638;
2017-04-17 19:40:57 -> 支付id：1,充值的游戏渠道：yhqj_60178_169,支付ip地址：111.172.233.4,手机imei码：864429033531480;
2017-04-17 19:41:24 -> 支付id：1,充值的游戏渠道：yhqj_60178_305,支付ip地址：119.100.10.245,手机imei码：867747017311638;
2017-04-17 19:45:43 -> 支付id：1,充值的游戏渠道：yhqj_60178_169,支付ip地址：111.172.233.4,手机imei码：864429033531480;
2017-04-17 19:49:14 -> 支付id：1,充值的游戏渠道：yhqj_60178_306,支付ip地址：39.86.111.207,手机imei码：864895029588892;
2017-04-17 19:49:36 -> 支付id：1,充值的游戏渠道：yhqj_60178_306,支付ip地址：39.86.111.207,手机imei码：864895029588892;
2017-04-17 19:51:11 -> 支付id：1,充值的游戏渠道：yhqj_60178_306,支付ip地址：39.86.111.207,手机imei码：864895029588892;
2017-04-17 19:56:04 -> 支付id：1,充值的游戏渠道：yhqj_60178_306,支付ip地址：39.86.111.207,手机imei码：864895029588892;
2017-04-17 19:57:16 -> 支付id：1,充值的游戏渠道：yhqj_60178_305,支付ip地址：119.191.176.71,手机imei码：99000468968839;
2017-04-17 19:57:25 -> 支付id：1,充值的游戏渠道：yhqj_60178_305,支付ip地址：119.191.176.71,手机imei码：99000468968839;
2017-04-17 19:58:58 -> 支付id：1,充值的游戏渠道：default,支付ip地址：59.40.167.97,手机imei码：862097038795459;
2017-04-17 20:30:25 -> 支付id：1,充值的游戏渠道：yhqj_60178_306,支付ip地址：39.86.111.207,手机imei码：864895029588892;
2017-04-17 20:30:41 -> 支付id：1,充值的游戏渠道：yhqj_60178_306,支付ip地址：39.86.111.207,手机imei码：864895029588892;
2017-04-17 20:30:48 -> 支付id：1,充值的游戏渠道：yhqj_60178_306,支付ip地址：39.86.111.207,手机imei码：864895029588892;
2017-04-17 20:46:37 -> 支付id：1,充值的游戏渠道：jzcq_60129_169,支付ip地址：119.103.155.244,手机imei码：863046036603818;
2017-04-17 20:46:37 -> 支付id：1,充值的游戏渠道：jzcq_60129_169,支付ip地址：119.103.155.244,手机imei码：863046036603818;
2017-04-17 20:46:42 -> 支付id：1,充值的游戏渠道：jzcq_60129_169,支付ip地址：119.103.155.244,手机imei码：863046036603818;
2017-04-17 20:46:53 -> 支付id：1,充值的游戏渠道：jzcq_60129_169,支付ip地址：119.103.155.244,手机imei码：863046036603818;
2017-04-17 20:59:26 -> 支付id：1,充值的游戏渠道：yhqj_60178_225,支付ip地址：112.17.240.144,手机imei码：861365035634471;
2017-04-17 21:22:50 -> 支付id：1,充值的游戏渠道：qmdmx_60185_168,支付ip地址：117.73.251.233,手机imei码：;
2017-04-17 21:44:22 -> 支付id：1,充值的游戏渠道：qmdmx_60185_168,支付ip地址：117.73.251.233,手机imei码：;
2017-04-17 21:53:16 -> 支付id：1,充值的游戏渠道：szol_60153_169,支付ip地址：112.42.72.18,手机imei码：867790029497656;
2017-04-17 21:53:17 -> 支付id：1,充值的游戏渠道：szol_60153_169,支付ip地址：112.42.72.18,手机imei码：867790029497656;
2017-04-17 21:55:55 -> 支付id：1,充值的游戏渠道：yhqj_60178_305,支付ip地址：112.14.74.36,手机imei码：867640022227057;
2017-04-17 22:05:45 -> 支付id：1,充值的游戏渠道：mhsw_60137_306,支付ip地址：27.17.196.206,手机imei码：867993027460474;
2017-04-17 22:13:23 -> 支付id：1,充值的游戏渠道：tmfyol_60168_168,支付ip地址：223.104.63.221,手机imei码：862119033115556;
2017-04-17 22:15:22 -> 支付id：1,充值的游戏渠道：yhqj_60178_305,支付ip地址：182.148.9.84,手机imei码：862351032645230;
2017-04-17 22:17:56 -> 支付id：1,充值的游戏渠道：jzcq_60129_169,支付ip地址：119.103.155.244,手机imei码：863046036603818;
2017-04-17 22:17:56 -> 支付id：1,充值的游戏渠道：jzcq_60129_169,支付ip地址：119.103.155.244,手机imei码：863046036603818;
2017-04-17 22:18:07 -> 支付id：1,充值的游戏渠道：jzcq_60129_169,支付ip地址：119.103.155.244,手机imei码：863046036603818;
2017-04-17 22:18:21 -> 支付id：1,充值的游戏渠道：jzcq_60129_169,支付ip地址：119.103.155.244,手机imei码：863046036603818;
2017-04-17 22:18:27 -> 支付id：1,充值的游戏渠道：jzcq_60129_169,支付ip地址：119.103.155.244,手机imei码：863046036603818;
2017-04-17 22:18:28 -> 支付id：1,充值的游戏渠道：jzcq_60129_169,支付ip地址：119.103.155.244,手机imei码：863046036603818;
2017-04-17 22:18:31 -> 支付id：1,充值的游戏渠道：jzcq_60129_169,支付ip地址：119.103.155.244,手机imei码：863046036603818;
2017-04-17 22:21:59 -> 支付id：1,充值的游戏渠道：jzcq_60129_169,支付ip地址：119.103.155.244,手机imei码：863046036603818;
2017-04-17 22:21:59 -> 支付id：1,充值的游戏渠道：jzcq_60129_169,支付ip地址：119.103.155.244,手机imei码：863046036603818;
2017-04-17 22:22:03 -> 支付id：1,充值的游戏渠道：jzcq_60129_169,支付ip地址：119.103.155.244,手机imei码：863046036603818;
2017-04-17 22:22:15 -> 支付id：1,充值的游戏渠道：jzcq_60129_169,支付ip地址：119.103.155.244,手机imei码：863046036603818;
2017-04-17 22:28:53 -> 支付id：1,充值的游戏渠道：jzcq_60129_169,支付ip地址：119.103.155.244,手机imei码：863046036603818;
2017-04-17 22:28:54 -> 支付id：1,充值的游戏渠道：jzcq_60129_169,支付ip地址：119.103.155.244,手机imei码：863046036603818;
2017-04-17 22:28:58 -> 支付id：1,充值的游戏渠道：jzcq_60129_169,支付ip地址：119.103.155.244,手机imei码：863046036603818;
2017-04-17 22:29:07 -> 支付id：1,充值的游戏渠道：jzcq_60129_169,支付ip地址：119.103.155.244,手机imei码：863046036603818;
2017-04-17 22:56:57 -> 支付id：1,充值的游戏渠道：zlcs_60147_283,支付ip地址：222.216.23.5,手机imei码：862143036350424;
2017-04-17 22:56:57 -> 支付id：1,充值的游戏渠道：zlcs_60147_283,支付ip地址：222.216.23.5,手机imei码：862143036350424;
2017-04-17 23:26:53 -> 支付id：1,充值的游戏渠道：jzcq_60129_169,支付ip地址：14.135.238.56,手机imei码：867600026970300;
2017-04-18 00:08:32 -> 支付id：1,充值的游戏渠道：yhqj_60178_168,支付ip地址：121.239.161.160,手机imei码：869410022279039;
2017-04-18 00:30:24 -> 支付id：1,充值的游戏渠道：tmfyol_60168_257,支付ip地址：58.208.252.128,手机imei码：860077035432530;
2017-04-18 00:35:43 -> 支付id：1,充值的游戏渠道：qyxxc_60174_241,支付ip地址：220.166.162.209,手机imei码：861761033042487;
2017-04-18 00:40:44 -> 支付id：1,充值的游戏渠道：qyxxc_60174_168,支付ip地址：36.149.15.16,手机imei码：864078032244957;
2017-04-18 00:43:20 -> 支付id：1,充值的游戏渠道：tmfyol_60168_305,支付ip地址：117.26.0.230,手机imei码：860797039351846;
2017-04-18 00:51:47 -> 支付id：1,充值的游戏渠道：bzgl_60158_246,支付ip地址：27.155.38.127,手机imei码：862609037439457;
2017-04-18 00:59:48 -> 支付id：1,充值的游戏渠道：yhqj_60178_168,支付ip地址：121.239.161.160,手机imei码：869410022279039;
2017-04-18 01:01:33 -> 支付id：1,充值的游戏渠道：yhqj_60178_168,支付ip地址：121.239.161.160,手机imei码：869410022279039;
2017-04-18 01:57:13 -> 支付id：1,充值的游戏渠道：zlcs_60147_168,支付ip地址：49.118.156.13,手机imei码：A000005E360BFF;
2017-04-18 01:57:14 -> 支付id：1,充值的游戏渠道：zlcs_60147_168,支付ip地址：49.118.156.13,手机imei码：A000005E360BFF;
2017-04-18 02:03:25 -> 支付id：1,充值的游戏渠道：szol_60153_290,支付ip地址：117.75.19.192,手机imei码：862813038901693;
2017-04-18 02:03:26 -> 支付id：1,充值的游戏渠道：szol_60153_290,支付ip地址：117.75.19.192,手机imei码：862813038901693;
2017-04-18 02:03:29 -> 支付id：1,充值的游戏渠道：szol_60153_290,支付ip地址：117.75.19.192,手机imei码：862813038901693;
2017-04-18 02:03:38 -> 支付id：1,充值的游戏渠道：szol_60153_290,支付ip地址：117.75.19.192,手机imei码：862813038901693;
2017-04-18 03:57:33 -> 支付id：1,充值的游戏渠道：bzgl_60158_246,支付ip地址：117.31.48.216,手机imei码：862966031279333;
2017-04-18 04:16:02 -> 支付id：1,充值的游戏渠道：qyxxc_60174_168,支付ip地址：106.61.31.85,手机imei码：862142033684199;
2017-04-18 04:51:25 -> 支付id：1,充值的游戏渠道：szol_60153_283,支付ip地址：49.221.62.203,手机imei码：862844035143245;
2017-04-18 04:51:25 -> 支付id：1,充值的游戏渠道：szol_60153_283,支付ip地址：49.221.62.203,手机imei码：862844035143245;
2017-04-18 05:05:07 -> 支付id：1,充值的游戏渠道：tmfyol_60168_168,支付ip地址：163.142.51.15,手机imei码：863895030198872;
2017-04-18 07:01:10 -> 支付id：1,充值的游戏渠道：tmfyol_60168_290,支付ip地址：118.80.102.166,手机imei码：869435023876459;
2017-04-18 07:30:38 -> 支付id：1,充值的游戏渠道：szol_60153_241,支付ip地址：119.85.103.111,手机imei码：867993022378846;
2017-04-18 07:30:38 -> 支付id：1,充值的游戏渠道：szol_60153_241,支付ip地址：119.85.103.111,手机imei码：867993022378846;
2017-04-18 08:23:10 -> 支付id：1,充值的游戏渠道：qyxxc_60174_269,支付ip地址：124.226.55.101,手机imei码：862350033053139;
2017-04-18 08:30:49 -> 支付id：1,充值的游戏渠道：tmfyol_60168_290,支付ip地址：113.27.254.163,手机imei码：869435023876459;
2017-04-18 08:33:35 -> 支付id：1,充值的游戏渠道：tmfyol_60168_168,支付ip地址：117.174.246.54,手机imei码：863681038447135;
2017-04-18 08:34:10 -> 支付id：1,充值的游戏渠道：tmfyol_60168_168,支付ip地址：117.174.246.54,手机imei码：863681038447135;
2017-04-18 08:35:44 -> 支付id：1,充值的游戏渠道：tmfyol_60168_168,支付ip地址：117.174.246.54,手机imei码：863681038447135;
2017-04-18 08:36:03 -> 支付id：1,充值的游戏渠道：tmfyol_60168_168,支付ip地址：117.174.246.54,手机imei码：863681038447135;
2017-04-18 09:36:07 -> 支付id：1,充值的游戏渠道：tmfyol_60168_168,支付ip地址：114.219.171.215,手机imei码：863982031441871;
2017-04-18 09:48:03 -> 支付id：1,充值的游戏渠道：szol_60153_169,支付ip地址：49.114.240.39,手机imei码：868565021505543;
2017-04-18 09:48:03 -> 支付id：1,充值的游戏渠道：szol_60153_169,支付ip地址：49.114.240.39,手机imei码：868565021505543;
2017-04-18 09:48:05 -> 支付id：1,充值的游戏渠道：yhqj_60178_169,支付ip地址：111.172.233.4,手机imei码：864429033531480;
2017-04-18 09:48:10 -> 支付id：1,充值的游戏渠道：szol_60153_169,支付ip地址：49.114.240.39,手机imei码：868565021505543;
2017-04-18 09:48:21 -> 支付id：1,充值的游戏渠道：szol_60153_169,支付ip地址：49.114.240.39,手机imei码：868565021505543;
2017-04-18 09:48:45 -> 支付id：1,充值的游戏渠道：yhqj_60178_169,支付ip地址：111.172.233.4,手机imei码：864429033531480;
2017-04-18 09:48:56 -> 支付id：1,充值的游戏渠道：yhqj_60178_169,支付ip地址：111.172.233.4,手机imei码：864429033531480;
2017-04-18 09:56:19 -> 支付id：1,充值的游戏渠道：yhqj_60178_169,支付ip地址：111.172.233.4,手机imei码：864429033531480;
2017-04-18 09:57:27 -> 支付id：1,充值的游戏渠道：yhqj_60178_169,支付ip地址：111.172.233.4,手机imei码：864429033531480;
2017-04-18 11:16:05 -> 支付id：1,充值的游戏渠道：default,支付ip地址：117.140.115.248,手机imei码：864394010790436;
2017-04-18 11:19:06 -> 支付id：1,充值的游戏渠道：qmdmx_60185_225,支付ip地址：223.104.177.104,手机imei码：865714026974899;
2017-04-18 11:20:17 -> 支付id：1,充值的游戏渠道：qmdmx_60185_225,支付ip地址：223.104.177.104,手机imei码：865714026974899;
2017-04-18 11:38:15 -> 支付id：1,充值的游戏渠道：mhsw_60137_307,支付ip地址：223.96.159.213,手机imei码：863206033749721;
2017-04-18 11:39:00 -> 支付id：1,充值的游戏渠道：mhsw_60137_307,支付ip地址：223.96.159.213,手机imei码：863206033749721;
2017-04-18 11:40:11 -> 支付id：1,充值的游戏渠道：mhsw_60137_307,支付ip地址：223.96.159.213,手机imei码：863206033749721;
2017-04-18 11:47:02 -> 支付id：1,充值的游戏渠道：mhsw_60137_307,支付ip地址：223.96.159.213,手机imei码：863206033749721;
2017-04-18 12:35:49 -> 支付id：1,充值的游戏渠道：szol_60153_169,支付ip地址：112.96.124.39,手机imei码：864022036767217;
2017-04-18 12:35:49 -> 支付id：1,充值的游戏渠道：szol_60153_169,支付ip地址：112.96.124.39,手机imei码：864022036767217;
2017-04-18 12:36:02 -> 支付id：1,充值的游戏渠道：szol_60153_169,支付ip地址：112.96.124.39,手机imei码：864022036767217;
2017-04-18 12:36:02 -> 支付id：1,充值的游戏渠道：szol_60153_169,支付ip地址：112.96.124.39,手机imei码：864022036767217;
2017-04-18 12:41:03 -> 支付id：1,充值的游戏渠道：szol_60153_169,支付ip地址：112.96.124.39,手机imei码：864022036767217;
2017-04-18 12:41:03 -> 支付id：1,充值的游戏渠道：szol_60153_169,支付ip地址：112.96.124.39,手机imei码：864022036767217;
2017-04-18 12:41:17 -> 支付id：1,充值的游戏渠道：szol_60153_168,支付ip地址：117.136.75.248,手机imei码：861851035806045;
2017-04-18 12:41:17 -> 支付id：1,充值的游戏渠道：szol_60153_168,支付ip地址：117.136.75.248,手机imei码：861851035806045;
2017-04-18 13:19:22 -> 支付id：1,充值的游戏渠道：szol_60153_305,支付ip地址：117.94.13.211,手机imei码：865951025911569;
2017-04-18 13:19:22 -> 支付id：1,充值的游戏渠道：szol_60153_305,支付ip地址：117.94.13.211,手机imei码：865951025911569;
2017-04-18 13:22:40 -> 支付id：1,充值的游戏渠道：tmfyol_60168_225,支付ip地址：175.167.130.135,手机imei码：863053031333193;
2017-04-18 13:28:13 -> 支付id：1,充值的游戏渠道：default,支付ip地址：117.87.236.197,手机imei码：864471503471250;
2017-04-18 13:28:51 -> 支付id：1,充值的游戏渠道：tmfyol_60168_225,支付ip地址：112.42.20.150,手机imei码：863053031333193;
2017-04-18 13:40:03 -> 支付id：1,充值的游戏渠道：default,支付ip地址：59.40.202.26,手机imei码：860714234991953;
2017-04-18 13:45:26 -> 支付id：1,充值的游戏渠道：default,支付ip地址：59.40.202.26,手机imei码：860714234991953;
2017-04-18 13:55:19 -> 支付id：1,充值的游戏渠道：tmfyol_60168_308,支付ip地址：118.212.191.153,手机imei码：863193032132986;
2017-04-18 13:55:56 -> 支付id：1,充值的游戏渠道：bzgl_60158_246,支付ip地址：140.224.191.131,手机imei码：862609037439457;
2017-04-18 14:03:14 -> 支付id：1,充值的游戏渠道：tmfyol_60168_308,支付ip地址：118.212.191.153,手机imei码：863193032132986;
2017-04-18 14:05:31 -> 支付id：1,充值的游戏渠道：default,支付ip地址：119.139.198.31,手机imei码：605355189200927;
2017-04-18 14:05:48 -> 支付id：1,充值的游戏渠道：default,支付ip地址：119.139.198.31,手机imei码：605355189200927;
2017-04-18 14:16:19 -> 支付id：1,充值的游戏渠道：szol_60153_283,支付ip地址：183.36.181.186,手机imei码：99000561360620;
2017-04-18 14:16:19 -> 支付id：1,充值的游戏渠道：szol_60153_283,支付ip地址：183.36.181.186,手机imei码：99000561360620;
2017-04-18 14:16:38 -> 支付id：1,充值的游戏渠道：szol_60153_283,支付ip地址：183.36.181.186,手机imei码：99000561360620;
2017-04-18 14:16:38 -> 支付id：1,充值的游戏渠道：szol_60153_283,支付ip地址：183.36.181.186,手机imei码：99000561360620;
2017-04-18 14:16:52 -> 支付id：1,充值的游戏渠道：szol_60153_283,支付ip地址：183.36.181.186,手机imei码：99000561360620;
2017-04-18 14:16:53 -> 支付id：1,充值的游戏渠道：szol_60153_283,支付ip地址：183.36.181.186,手机imei码：99000561360620;
2017-04-18 14:26:42 -> 支付id：1,充值的游戏渠道：szol_60153_307,支付ip地址：221.11.61.87,手机imei码：862720035390848;
2017-04-18 14:26:42 -> 支付id：1,充值的游戏渠道：szol_60153_307,支付ip地址：221.11.61.87,手机imei码：862720035390848;
2017-04-18 14:34:22 -> 支付id：1,充值的游戏渠道：szol_60153_304,支付ip地址：49.64.142.183,手机imei码：866001024184435;
2017-04-18 14:34:22 -> 支付id：1,充值的游戏渠道：szol_60153_304,支付ip地址：49.64.142.183,手机imei码：866001024184435;
2017-04-18 14:39:34 -> 支付id：1,充值的游戏渠道：szol_60153_305,支付ip地址：175.174.129.148,手机imei码：861405039268908;
2017-04-18 14:39:34 -> 支付id：1,充值的游戏渠道：szol_60153_305,支付ip地址：175.174.129.148,手机imei码：861405039268908;
2017-04-18 14:39:43 -> 支付id：1,充值的游戏渠道：szol_60153_305,支付ip地址：175.174.129.148,手机imei码：861405039268908;
